tweet_id,timestamp,favorite_count,retweet_count,text,name,dog_stage,rating,image_url,prediction_1,confidence_percentages_1,dog_or_not_1,prediction_2,confidence_percentages_2,dog_or_not_2,prediction_3,confidence_percentages_3,dog_or_not_3,image_order_number,source,expanded_urls,lang
666094000022159362,2015-11-16 03:22:39,158,69,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,None,None,0.9,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,Bloodhound,19,True,German Shepherd,7,True,Malinois,7,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666094000022159362/photo/1,en
666099513787052032,2015-11-16 03:44:34,147,64,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,None,None,0.8,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,Lhasa,58,True,Shih-Tzu,16,True,Dandie Dinmont,8,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666099513787052032/photo/1,en
666102155909144576,2015-11-16 03:55:04,75,11,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,None,None,1.1,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,English Setter,29,True,Newfoundland,14,True,Borzoi,13,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666102155909144576/photo/1,en
666104133288665088,2015-11-16 04:02:55,13871,6252,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 https://t.co/Asgdc6kuLX,None,None,0.1,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,Hen,96,False,Cock,3,False,Partridge,0,False,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666104133288665088/photo/1,en
666268910803644416,2015-11-16 14:57:41,99,34,Very concerned about fellow dog trapped in computer. 10/10 https://t.co/0yxApIikpk,None,None,1.0,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,Desktop Computer,8,False,Desk,8,False,Bookcase,7,False,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666268910803644416/photo/1,en
666273097616637952,2015-11-16 15:14:19,166,75,Can take selfies 11/10 https://t.co/ws2AMaNwPW,None,None,1.1,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,Italian Greyhound,17,True,Toy Terrier,11,True,Basenji,11,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666273097616637952/photo/1,en
666287406224695296,2015-11-16 16:11:11,141,63,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,None,None,0.9,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,Maltese Dog,85,True,Toy Poodle,6,True,Miniature Poodle,2,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666287406224695296/photo/1,en
666293911632134144,2015-11-16 16:37:02,483,339,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,None,None,0.3,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,Three-Toed Sloth,91,False,Otter,1,False,Great Grey Owl,1,False,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666293911632134144/photo/1,en
666337882303524864,2015-11-16 19:31:45,189,88,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,None,None,0.9,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,Ox,41,False,Newfoundland,27,True,Groenendael,10,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666337882303524864/photo/1,en
666345417576210432,2015-11-16 20:01:42,282,130,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,None,None,1.0,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,Golden Retriever,85,True,Chesapeake Bay Retriever,5,True,Labrador Retriever,1,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666345417576210432/photo/1,en
666353288456101888,2015-11-16 20:32:58,211,71,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,None,None,0.8,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,Malamute,33,True,Siberian Husky,14,True,Eskimo Dog,9,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666353288456101888/photo/1,en
666362758909284353,2015-11-16 21:10:36,752,546,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet https://t.co/XMD9CwjEnM,None,None,0.6,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,Guinea Pig,99,False,Skunk,0,False,Hamster,0,False,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666362758909284353/photo/1,en
666373753744588802,2015-11-16 21:54:18,179,87,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,None,None,1.1,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,Soft-Coated Wheaten Terrier,32,True,Afghan Hound,25,True,Briard,20,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666373753744588802/photo/1,en
666396247373291520,2015-11-16 23:23:41,161,81,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,None,None,0.9,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,Chihuahua,97,True,Toy Terrier,0,True,Papillon,0,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666396247373291520/photo/1,en
666407126856765440,2015-11-17 00:06:54,103,37,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,None,None,0.7,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,Black-And-Tan Coonhound,52,True,Bloodhound,24,True,Flat-Coated Retriever,17,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666407126856765440/photo/1,en
666411507551481857,2015-11-17 00:24:19,426,318,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 https://t.co/aMCTNWO94t,None,None,0.2,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,Coho,40,False,Barracouta,27,False,Gar,18,False,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666411507551481857/photo/1,en
666418789513326592,2015-11-17 00:53:15,118,44,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,Walter,None,1.0,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,Toy Terrier,14,True,Papillon,14,True,Chihuahua,14,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666418789513326592/photo/1,en
666421158376562688,2015-11-17 01:02:40,309,112,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,None,None,1.2,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,Blenheim Spaniel,90,True,Cocker Spaniel,9,True,Shih-Tzu,0,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666421158376562688/photo/1,en
666428276349472768,2015-11-17 01:30:57,159,81,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,None,None,0.7,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,Pembroke,37,True,Chow,24,True,Pomeranian,24,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666428276349472768/photo/1,en
666430724426358785,2015-11-17 01:40:41,306,190,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,None,None,0.6,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,Llama,50,False,Irish Terrier,10,True,Dingo,6,False,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666430724426358785/photo/1,en
666435652385423360,2015-11-17 02:00:15,160,52,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",None,None,1.0,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,Chesapeake Bay Retriever,18,True,Chain Saw,5,False,Power Drill,3,False,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666435652385423360/photo/1,en
666437273139982337,2015-11-17 02:06:42,119,47,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,None,None,0.7,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,Chihuahua,67,True,Beagle,12,True,Saluki,4,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666437273139982337/photo/1,en
666447344410484738,2015-11-17 02:46:43,99,19,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,Scout,None,0.9,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,Curly-Coated Retriever,32,True,Giant Schnauzer,28,True,Labrador Retriever,16,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666447344410484738/photo/1,en
666454714377183233,2015-11-17 03:16:00,505,206,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,Kreggory,None,1.0,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,Dalmatian,27,True,Labrador Retriever,23,True,Great Pyrenees,17,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666454714377183233/photo/1,en
666644823164719104,2015-11-17 15:51:26,227,77,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,Jimothy,None,0.9,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,Ibizan Hound,4,True,Pembroke,4,True,West Highland White Terrier,3,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666644823164719104/photo/1,en
666649482315059201,2015-11-17 16:09:56,1097,606,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,None,None,0.4,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,Border Collie,44,True,English Springer,17,True,Collie,13,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666649482315059201/photo/1,en
666691418707132416,2015-11-17 18:56:35,185,46,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,Christoper,None,0.8,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,German Shepherd,97,True,Beagle,0,True,Bloodhound,0,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666691418707132416/photo/1,en
666701168228331520,2015-11-17 19:35:19,423,213,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,Johm,None,0.8,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,Labrador Retriever,88,True,Chihuahua,2,True,French Bulldog,2,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666701168228331520/photo/1,en
666739327293083650,2015-11-17 22:06:57,229,64,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,Lugan,None,1.0,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,Miniature Poodle,54,True,Cocker Spaniel,16,True,Toy Poodle,9,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666739327293083650/photo/1,en
666776908487630848,2015-11-18 00:36:17,340,171,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,Josep,None,0.5,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,Seat Belt,37,False,Miniature Pinscher,16,True,Chihuahua,8,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666776908487630848/photo/1,en
666781792255496192,2015-11-18 00:55:42,377,186,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,Octaviath,None,1.0,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Italian Greyhound,61,True,Weimaraner,15,True,Vizsla,8,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666781792255496192/photo/1,en
666786068205871104,2015-11-18 01:12:41,742,478,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,None,None,0.2,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,Snail,99,False,Slug,0,False,Acorn,0,False,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666786068205871104/photo/1,en
666804364988780544,2015-11-18 02:25:23,231,91,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,Jockson,None,0.8,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English Setter,32,True,Brittany Spaniel,28,True,Ibizan Hound,5,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666804364988780544/photo/1,en
666817836334096384,2015-11-18 03:18:55,505,246,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,Jeph,None,0.9,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,Miniature Schnauzer,49,True,Standard Schnauzer,28,True,Giant Schnauzer,7,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666817836334096384/photo/1,en
666826780179869698,2015-11-18 03:54:28,248,94,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,None,None,1.2,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,Maltese Dog,35,True,Teddy,14,False,West Highland White Terrier,10,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666826780179869698/photo/1,en
666835007768551424,2015-11-18 04:27:09,209,79,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,None,None,1.0,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,Airedale,44,True,Toy Poodle,12,True,Teddy,11,False,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666835007768551424/photo/1,en
666837028449972224,2015-11-18 04:35:11,802,546,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,None,None,0.3,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,Triceratops,44,False,Armadillo,11,False,Common Iguana,4,False,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666837028449972224/photo/1,en
666983947667116034,2015-11-18 14:18:59,2512,968,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,Pepe,None,1.1,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,Swab,58,False,Chain Saw,19,False,Wig,3,False,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666983947667116034/photo/1,en
666996132027977728,2015-11-18 15:07:24,240,92,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,Carll,None,1.0,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,Hay,50,False,Rottweiler,6,True,Water Buffalo,4,False,1,Twitter for iPhone,https://twitter.com/dog_rates/status/666996132027977728/photo/1,en
667012601033924608,2015-11-18 16:12:51,440,220,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,Klevin,None,0.9,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,Hyena,98,False,African Hunting Dog,1,False,Coyote,0,False,1,Twitter for iPhone,https://twitter.com/dog_rates/status/667012601033924608/photo/1,en
667044094246576128,2015-11-18 18:17:59,182,50,12/10 gimme now https://t.co/QZAnwgnOMB,None,None,1.2,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,Golden Retriever,76,True,Labrador Retriever,20,True,Seat Belt,1,False,1,Twitter for iPhone,https://twitter.com/dog_rates/status/667044094246576128/photo/1,en
667062181243039745,2015-11-18 19:29:52,214,53,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,Keet,None,1.0,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Chesapeake Bay Retriever,82,True,Vizsla,9,True,Kelpie,2,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/667062181243039745/photo/1,en
667065535570550784,2015-11-18 19:43:11,163,46,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,None,None,0.8,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,Jigsaw Puzzle,56,False,Doormat,10,False,Space Heater,4,False,1,Twitter for iPhone,https://twitter.com/dog_rates/status/667065535570550784/photo/1,en
667073648344346624,2015-11-18 20:15:26,394,122,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,Dave,None,1.0,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua,48,True,Pug,9,True,Brabancon Griffon,5,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/667073648344346624/photo/1,en
667090893657276420,2015-11-18 21:23:57,329,125,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,Clybe,None,0.7,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Chihuahua,95,True,Italian Greyhound,0,True,Pomeranian,0,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/667090893657276420/photo/1,en
667119796878725120,2015-11-18 23:18:48,324,127,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,Gabe,None,1.0,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Pembroke,74,True,Chihuahua,5,True,Toy Poodle,3,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/667119796878725120/photo/1,en
667138269671505920,2015-11-19 00:32:12,4537,2170,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,None,None,1.0,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,West Highland White Terrier,74,True,Samoyed,24,True,Toy Poodle,0,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/667138269671505920/photo/1,en
667152164079423490,2015-11-19 01:27:25,47049,16788,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,Pipsy,None,1.2,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,Toy Poodle,53,True,Pomeranian,8,True,Miniature Poodle,6,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/667152164079423490/photo/1,en
667160273090932737,2015-11-19 01:59:39,253,61,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,Bradlay,None,1.1,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,Golden Retriever,47,True,Miniature Poodle,9,True,Standard Poodle,8,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/667160273090932737/photo/1,en
667165590075940865,2015-11-19 02:20:46,2642,1125,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,Churlie,None,1.0,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,Miniature Pinscher,14,True,Rottweiler,13,True,Beagle,8,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/667165590075940865/photo/1,en
667171260800061440,2015-11-19 02:43:18,218,85,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,Kenneth,None,1.0,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,Giant Schnauzer,84,True,Lakeland Terrier,5,True,Irish Water Spaniel,3,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/667171260800061440/photo/1,en
667174963120574464,2015-11-19 02:58:01,237,81,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",Clarence,None,0.9,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,Toy Poodle,26,True,Chihuahua,24,True,Bluetick,7,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/667174963120574464/photo/1,en
667176164155375616,2015-11-19 03:02:47,604,458,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,None,None,0.4,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,Soft-Coated Wheaten Terrier,31,True,Lakeland Terrier,21,True,Toy Poodle,10,True,1,Twitter for iPhone,https://twitter.com/dog_rates/status/667176164155375616/photo/1,en
